Text,Sentiment
M rajbir sing Ludhiana tooon  jaggu uper ade case galt paye ne Police ne sale ek diyaaan Das bna ke thokda ne uproon salle news wale mirch msala la ke bande nu criminal bna dinda ne ena de maa de lun sallliyaaan de jaggu nu barrrriiiiii karna chahida kyunki usnu gumraah kitaaa gyaaa,0
Putt kahnde ne aasi very big don haan te maa bechari dar dar dhakke kahndi aa ki mera putt bach jave kise tara Sharam karo jarr kiniya rija hundiya maa bap diya te aasi kis raste te ja rahe aa,0
Fudu seen kyo pounde j saleyo,0
The youngster of punjab should not adopt this fukra Gardi I m telling you one important thing that no badmash would complete age of  years and if one badmash would complete the age of  then he will not remain badmash,1
Jaggu kde stealing ni krda c Police walya ne jhoota Case pa k ohnu galt Raste chln nu majboor kitaJdo Jaggu ini Dusmani pa betha iss lyi hun ohh wapis nai ahh skdaJAGGU HERO AH GUNDA NAIINDIA SARKAAR MURDABAD,0
sale  gangster de mava noo jiondyea mar dende aa sukha marta maa noo pusho kal noo jago arjoo osdi maa noo pusheo puta da marna ki hoonda  salla  kateer khana,1
Jis di Maa dia akhan ch hanju apne puttar karke oh kahda puttar te kahda hooligan,1
Ohh jaggua sharam kar kiniya jindgiya tue rol tiya tere nal tan aah sara kuj Hoya v ghatt hai par saleya ure jihne v comment kar rahe Ne tenu tere maa te taras khaa ke kar rahe Ne kanjareya ikk asi lok aww jo baharle mulkan ch kam ke punjabian da naam chamkane aww ikk tue hai jo naam dubana lok bolde naa maa de didh chon koi gangsta ni banda par Har bande kol choice hamesha hundi aww kite chup v bhali hundi aww rab kare Tera tabbar set hove te tue rule saleya,0
Veere baki talks chaddo happiness khalon wango na karna,1
Jehda banda eho jehe kama ch  painda usnu marraige nhi krwouna chahida maa ta vichari ruli jandi aaa btt jo haal wife da te bachi da oh rabb hi janda bachi da bachpan peo bina hi beet jana te wife di jwani ki ksoor ehna da kinne armaan hunde ne har aourat de sabh kuj khatm waheguru mehar kri es raste te koi bacha na aawe kudiya v samjan apne maapeya nu dhakka den to pehla baad ch pashtawa v kise kam nhi aounda,1
Police or leader bnoiyda na gagsater,0
Afsoos lonely maa bichari na koi sahara vichari  da,1
Sukha kahlon wale nu tera put kde milya vi ni yaar hona ta bohot dur di galoda badla kaddan di glla krda va fake publicity lyi Sharm nal dub marna chahida va tere put nu,0
Ho ske to budhiya apni noo da duja vyaa karva la usdi zindagi savar jau jo tere ladle put ne barbad krti,0
Yadwinder Veer da bahut Wadhia uprala Punjabi Youth nu bachon de bahut Wadha kosas Punjabi veero es juram de dunya tu bacho apne Mata Peta de Sawa karo Jago de Mata kinie Sahref bolhi bilkul Rab da rop kina darad mata de chere te kese ma nu es Tara da dukh na Shena pawe Waheguru ji age Ardas karde a Veer nu Sumat bakse Rab wargi mata de Sewa kar Sake mata ji nu es Umar cha hor dukh na Shena pawe Punjab government nu request a Ena nu Payar nal handle karke Sedhe rha pawe Captain Saab nu request a Save Punjab Save Punjabi youth da nara de ke Punjab nu Save kare es Tara dei dukhi mata ji da darad wandhwe Waheguru ji Meher karo Punjabi Youth te Waheguru ji Waheguru ji,2
Jaggu de naam to bhot fake id Facebook te baniya ne,1
god ehne problems ve ne de kise nu koi jawa tutje,1
chote Ghuman te v bnao plz,1
Maa  da  heart  bahot  humda  aaj  sach  aa  ji  cahe  kise  bhi  kam  ch  aa  m  ess  maa  nu  salute karda  k  jabab  te  gal  thik  bja  k  kiti  te  shi  kiti  maa  da  chra  delho  shrni  da  roop  aa  ji  jus  me  ess putt  nu  janm  dita  maa  hmesha  happy rhe,2
akhan ch hanju a gye mata di problems sunkwe,1
maa baap and jisnal viah kita usde ware tan sochna c ik insan sarea di life disturb karda,0
Jagu de wife nu kisne mara,1
sukha veer de record check kro love u mere sukhe veer,2
Sab to vadi chij apna parivaar hunda dunia Te  din tuhadi gala kardi par bad vich parivaar nu koi ni puchda ohna Da ki haal hunda sari Umar    es karke nojwana nu end vekhna chahida na ke Do  din lai TV te newspaper vich mashoori,1
ma g te khush khush lag raye ne. Swag lagda enna nu vi,1
Mera ta aap mood jya khrab aj  Vdiya vdiya comments krdo ki pta theek hoje comments pdke,1
Sidhu moose wle te tusi kine v parts bna do Bhut vdiya person aa And aapa uhde fan v aa  So dil akda thakda ni  And tusi video ch jaan pa dindy oh Hor v utubers haige ne  tuhde wli gl baat ni a,2
Ghaint bai pura siraaa Ludhiane aale hunde hi siraa ne,2
Sir tusi video bnon vich kinni mehnat karde ho te tuhadi e mehnat rang jaroor leondi a   Tusi boht kaint videos bnonde ho  We all are fan of you,2
Tusi loaka naal  gaane kadhe Tuhade ha de brabar o eee Sidhu mosse Wala de fan like karo ,2
Thoudi video jdounvi aundia njarahia jnda thanks to you bro,2
Hlo veere tusi video buhat vdia banode ho tusi singga vs rnait de video banayo thanku,2
Yograj Singh te video bnaade Siraaaa bandaaa aa o Bhutt comedy lgni aa,2
Kam ta Galt ho gaya yr meri saheli karane di fan nikli lagda sadni pyo hun,1
Kar ta skde aa sanu tension ni Oo yaar mnu bhi tension ni ,1
Veere aj mera v mood off C teri ae video dekh k mood thik ho gya veer Thanks bro jass,2
Ajj me verry  sad si thohadi video dhak ke me verry happy ho gya god bless you,2
Veere aj mera v mood off C teri ae video dekh k mood thik ho gya veer Thanks bro jass,2
Bro thodi video dekh ka bda mja aya,2
vere sannu twdi video bhut nyc lagi vr ji god bless you,2
J eithy like de bton hr wr iko video dkhn te new milde na  Te  main har war sre like krya krne C  Bhut vdiya km krde oh prince tusi  Bhut hsii da a Tuhdiya video dkh k,2
Hlo prince ji Kd le k aa rye oh new video Te kina tym wait krni pyo snu Sidhu moose wle de ino parts rpeat ch rhye  Kd aa ri aa new video mosse wle ne Dseyo Janta jabab mng ryi a,2
YAAR sachi Changi Video  Hundi Hai,2
Tusi kide fan oh dona cho  Moose wla kkaran aujla Ja fr kidi singing jyda better lgdi a,2
Veere thodi video boht ghaint hundiyaan ne Hune pubg ch haar gya si par thodi video dekh ke mind fresh te ghaint ho gya Love you videos bro,2
Keep it up ,2
Bahut  nic a ji tuhadi chitchat to much funny main stress feel kr rahi c vdiya lgda tuhadi video dekh k first time dekhi a,2
Bhut mehti oh yr tusi  is nu ready krn li kafi work chahida,2
Gaint a veere tusi te tuhadi video,2
Sidhu veere love you Full support Jdo tuhade gaane sunde aa ta mood theek ho janda,2
Osm video Meri jaan tenu love you aa Do it well,2
Nyc veer video babu maan siddhu moose walay nal,2
Manu bi aa video passand lagi,2
Veeere teri video bhuat e vdiya vre asi sari family ne bhuat enjoy kita vr,2
Awsome broo byut vdia video bnauda aa tusi vir  g mra mood off c but tuhadi video dekh k mood bilkul thik hogya    god bless u bro,2
wow veere tuhadi video bhut wadiya aa Mann khush ho geya edda hi bnao video te sb de dil jitto luv uh bro God bless you,2
Ghaint video veere has has pagal hogya mai ta yaar hahahahahahhaa,2
Osm mere bhai dil kush krdene ho tusii,2
Yrr  thuse bhut cute oo rab thunu nave sal ik doo vadea ji saheli deve,2
Aaj bahut thak school khed ke par video dakhan to baad maza aa gaya thank u so much,2
Bhai paper c sada suba thodi video dekh kay preshani jammae door ho gai aa,2
bai sirra he lva ditta azz di video ch sirra c,2
Kaint video ne te hor bnaayi jao gud luck,2
Bhai g mare papa twadi vdeo nu kafe pasand krde han jdo d twade koi vdeo ande hai ase sare fmily baki sare kn chad k twade vdeo dekde haa love u bhai g issi tra vdeo bnao,2
Tuhada number milega ki just puchh reha ha,1
virre aag video ma swer da thkaya paha se thodi video dekh ke achi ho Gyi god bless you and your are great man,2
Doven hi vdian ne dovan de gaane bahut vdian hunde ne sanu dovan nu support karna chahida Apni jagah te doven bahut vadian ne te ehna nu nhi ladna chahidavehe competition ta hunda hi hai te na hi lokan nu ehna dovan nu bharkauna chahida je tahanu vdia lge meri gl ta like jrur thok dio,2
Jis jis nu karan aujla psand v oh like kre,1
Sire da fuddu ah Gurjant  saal de jawak wala mind ah ehna da,2
Janty nu ta live hon da maoka chaidacar chla car,1
Goli da order hona chaida gurjant wrge nu ihna ne lok lda lda k mrwa dene aa,0
Aw leer fir aw gi tu saleya jo suraj parkash granth ch likhea ode bare ni bolda nle apni language dekh ohdi maa ohdi maa saleya bolna ni aunda tenu ,0
Jhooth sali tenu pushda kon aw par ik gal ta sure hogi sunda tu v sare ganne e aw swad sare laina bs aw katera wale kam ni chadda tu ,0
Fuddu AA tu saala kuta jaake trailer vhek movie baach gal kri,0
Msla thand hon to baad yehi bande autograph lwange Benchoda famous hon de lyi koi v live ch kuch v bhonke jaa reha ae,2
Bhoki jnda salla lounda hrekk var publicity bhlda,0
bus tere jhea khanjra di shortage si bus,0
Eh gandu fir aa gea India aa gandu Kute vagu ithe betha bark krda,0
Sutta utheya lagda ohne on the spot maffi mang lai si up to date reha karo,1
Ohna publicity nu nae kita tu ja pehla sudr vda aaya,0
Mai Soch e ryaa c kithe re gya,1
Bas es ass Di torr si ovi poori hogi,1
Yaar mainu lagda eh gurjant comments nahi pad da log iss su maa bhen diyya gaalllan kadd rahe aa,1
Ki pattu gallan ne salea teri Sala fuddu kids ali maat Jameen banjar te putt idiot rbb kise nu na dve tere vrga,0
Nle hr koi khde chnga lgda tu Kon hya forgivness mngon ala  jia tikja,0
Chal sala you r in depression bro,0
Tu kidro aagea chuhea  lokkk ja khodd ch sala hoea  Evve hi sala famous hon nu firda,0
Teri oo saliya tu fir aa gya bond nachon aapni tu die kio ni oyee kite tempu sala,0
Video tusi ponde te commenta vich jatt Love u moose wala,2
Channel walio tuci gnd sab to wdd pone o,0
Jide negative comments karde oh thande ho k gurjant nu samjho oh banda galt nai bolde,2
Hon ta Bande ap he god ban gye jede kise nu v kite di punishment den nu fide Hye oye rabba ki banu duniya da,0
Eeda mtlb jehri kuri dumala ni bnandi ohdi izzat ni Pra sich badal,1
Tu saleya spaps kha kha k ni thak da kde,0
Kuttta aa tu  sirr da kutta ohnu sanpati ohnu ni tenu lord aa o bohat famous aa saala ,0
O motu pehla apne wal dekh saleya tu Baneya firda chief minister,0
Oh hello live hor v dekhla oh kehnde mae bhago guru gobind Singh ji de kol har time nagan rehndi c eh sahi gl a jwab deo,1
Sala londa who knows you saleyan,0
O ja care tusi loke apne bndya diya jra puttan te lgge ho,1
Tera muh dekh k dinner karan nu v jee nhi kitta,0
Kadu de bolde c koi sikhi ja sardari ja Damuk ja special Sardar varga song karde ae ta Manya nai,1
enna unhappy ae Hamesha rohnda rehna tu ,0
Aaah kiti gal janty veer Ple te mai fudu e smjda c bt sira gl krti brother ne aj,2
Bhut vadiya  lageya reh Ae saale kanjar will come back like that only,0
Bilkul Sahi gal kahi aa veer main v news dekhiea videos dekhiea kise ne ni keha v ohdi mata maffi mange kise ni keha os gl te avi loka nu lraa reha,1
Sidhu moosewala love u aa veere full support aa,2
Yaar Ainu koi Dimaag khraab hoea Ainu publicity chahidi aa bas Saalea AUS gea hoea Kam Kar te Ghardea Saath bhokna band Kar,0
A comment pdlya kr made j apde video te koi ik v chnga kehnda tenu sb to gala khana fr v shrm ni mnda jmaa beshrm salamossewala enddd ustadd siraaa,0
Slya tere khasam ne first day e maafi mangg laye c,0
landuwa di daar fame hon nu fire mere naal krke ldai saro ne fame chahiye is gaandu ki b rh gye te kasar agr moose wala koi gangster wala song nikalta h to bolte h ki iska hmare bacho pr kya asr pdega vha to sare ladko k baare me bat hoti h or yha agr usne ladkiyo ki bat kri to ye sab bs  ladki ko bola ohhh gandu aadmi dimag me jo bhoos bar rkha h usko side me jaa or apna sir hila vo bhoos niklega bahar ,0
ghusewalas mom might be thinking  Jhabhal putt na jamiye Dhi anni changi  dekh  bekar singer de saalyan de kida mirchan lagdian,0
Publicity lyi eh changa business a  jad ohne galti mang lyi fr hun ohdi jaan leni,1
Fir ki Hoya j modaL aaa Ikk kudi ta hai respect kar kuteya j tu jina ku Wadda Sikh e sab Nu Pta E,0
Fuddu banda tera kol hor koi gal ne hunda  londa ja sala kol ek t shirt,0
Ahh lao g here comes sub to vadda chawal,0
j mainu tu takkar jaye salea ta tainu dassa live kive hoyida,0
Fuddu jo moose wale de against a,0
Ki chona yr tu ki chonaaa kyu kmla hoya yrr sade kol tym nhi phn use krnda tu live ho reha  he ah tu yrr bs krr,0
Page ton unblock kar pehla tu mainu,1
Oh tu mreya ni hje  Saleya fuddu banda tu world ch,0
Ohh tu chwla ik paase di gl kr dogla kyo challi jana hun tu support ch khd gea sidhu di,0
Jaa pra apna kam Kr passe kma Punjab de tension na leh ja punjab de tension lehni te Punjab ch ahke km kr,0
Tenu v mil gya time bhaukn da sala hijarhiya da jina time tere hik tak ni launda koi ohna time tu bhaukna bnd ni krda krda,0
O y tu talja tu kyo apdi lassi kranda va live hoke tera kisi nai onde jande vaja vja jana,0
Oo sarm man gurjant ik v comment tere hak ch ni,0
Sidhu moosewale da gaana tan ghar beh ke sun skda banda jehda gaana tu kdeya aa mai lgaya tv te meri bibi kehndi kon bhonkda aa eh kanjar Jdo tu gaane ch keha ke kudiyan body shake krdiya aahotelan ch ja ja ashqan nal sondiya aa eh geet tan saleya banda laa e ni skda ghre na gaddi ch ghar dya nal haha ,0
Leeeerrr agyi sali fer ehnu kho comment on kr  jdo harh aye odo ghusse ch barh jnde sale eh,0
reply kr tu tenu dine swad,0
Mai captain sarkar nu benti krna chounda a jehre saddy punjab ch ehde wrge vidwaan a ohnu nu schools ch teacher da role dittta jawy ta jo eh gyan vand sakan Sala bndr,0
Tun Aaja Teri Ghat Rehndi Si Tun Vi Puri Kar Lai Age Puri Nhi Si Hoi Manji Dhili Si Kas Lai ENGLAND,1
chal sala fuddu eve bkwas kri janda jdo ohne sorry bol tu apni sister kyu pesh kr rea janta khusra,0
Bro j Sidhu de song ni koi kudi soun sakdi te fir karan aujla da am song sab ton jada kudiya e soun rhya ne,2
eh launda v fame bhaalda e rehnda,0
Gurjant je message learn kar riha ta bhai ranjit singh di spech sunni ohte pa video ke oh video shi aw ja galt,1
Bnda apni aukat de hisaab naal ee fan bnda koi mooseaale da hunda te koi bahadar singh soormya da,1
Lachan da putt tere v boht kharab aa jis trah Tu chl reha mnu lgda Teri family v jldi maffi mangu,0
Veer teri gal puri sahi wa par ahi kal de youth nu samaj nae ke eh gal hai ki,2
Mayi pago ji da character baba ranjit singh ji ne dsea ona da live Sun ona nu bol k dikha kuj,1
Chal fuddu sala gurjant kutta do your work,0
Bhot ghtaiya log ne sab tuci ohna ne maffi bhi mag leyi fr bhi they are still behind,0
Sachia started wearing your juttia,1
Ehe  dog Kon Hunda maffi magvon Wala,0
Hun mosse Wala da Sala mere vadda savaka Diya tu galti nai karda aase te sidhu nal I will kill you,0
Tu kyo pange laina loleatu diyadi karni aaa karla do your own work varge muh ala,0
ehna singers di oukat chawani di hai bas hor kuch nahi,0
Eh saale nachar de sale har changi girl nu v apniya jijya de bejti samj lende aa,0
eh saand nu eh pta ki doji galti aa par ehnu pta ki mossewale ne saver nu hi asked for forgivness,1
big brother bhai Dasam granth te v  parkaash payo,1
hair te bhagt singh ne b katvaey c,1
he asked for forgiveness y ohne pehle din hi,1
Gurchant bhai sidhu bhai n agle din hi subha live hoke maafi mangi si bhai matter bnd kro kyu bhadareee ho,1
Rabb krre eh Police wale da arm stitch ho jye,2
Shoot kiyo ne mari saliya de,0
"Nihang fukra , saale dalle , shoot kr dena c ehna de",0
Dukh lga dekh k.. government nu sahi chlna chahida c corona ch he pta lg geya c..rab bhala kare world da..,1
uneducated gawaar saale,0
Shame on you... ku puri kom badnaam kari.. ikk passe sardar ene langar laa rhe ne te tuc aa gunda gardi kr rhe ho... guru ne kirpan majluma di surakhya layi ditti h... Na ki bekasur te chukkan layi... ,0
Nihanga Ne world Vech fear spread hoeya hai,0
eh bhosdi di maas khani jaat nihang ghar tik k ni baith skde ..eh bhosdi de nihang ghotta pee k road te fukre firde aa .ehna da haal real ch china america ton worse hou saalya da .,0
Kuch bewakoof people krke everyone badnaam hojnde aa baki waheguru bless kre,1
Aa ta kehnde we are not independent,1
Punjab government captain ko sirf paise chahiye poor people chahe bhookh se mar jaye koi fark nhi padta chor Hai sab ke sab sale,0
shops khulni chahiye par jo log idhar udhar ja rhe hai uspe shoppage lagani chahiye,1
Bhad me gaya sala lockdown,0
Pehle school or clg ko bolo ki mask or sanitizer ki facilities uplbad karaye,1
school college band ho abhe jan hohe to baad m pade ho dkte h,0
Buses chalao.... Dekhyea nhi. Loke kive bhukhe Mar rhe a sadka Te... Sala Kutta captain money money,0
Janta ko Mar k finish kardi government,0
Lockdown khul gya ta punjab da worse condition hojuga jede 2 months ghar baith k kdde oh v khraab jange,1
Buses chala do please job par jana hota,1
sabhi government or industries bahaut matlabi h..sirf apna profit aur kaam dekh rhi h....labour ko facilities aur responsibilty decide kre..agr dubara ye hadsa ho to company aur govt unka kharacha aur responsibilty le...law banaya jayee...labour register ho .online port me,0
